orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
8390,Nicole Fjeld,First Class,143.73,9,0,56.0547,Corporate,Central,Wisconsin,Accessories                                       ,Technology,27,Sonntag,11,2016,29,11,2016,2
8391,Muhammed MacIntyre,Standard Class,111.79,7,0,43.5981,Consumer,West,California,Accessories                                       ,Technology,10,Donnerstag,11,2016,16,11,2016,6
8392,Ruben Dartt,Standard Class,223.58,14,0,87.1962,Consumer,West,California,Accessories                                       ,Technology,24,Donnerstag,11,2016,30,11,2016,6
8393,Liz Pelletier,Standard Class,63.88,4,0,24.9132,Corporate,Central,Oklahoma,Accessories                                       ,Technology,14,Montag,12,2015,18,12,2015,4
8394,Liz Pelletier,Second Class,111.79,7,0,43.5981,Consumer,Central,Missouri,Accessories                                       ,Technology,24,Sonntag,11,2013,29,11,2013,5
8395,Liz Pelletier,Second Class,599.97,3,0,257.9871,Home Office,South,Mississippi,Accessories                                       ,Technology,10,Samstag,12,2016,15,12,2016,5
8396,Liz Pelletier,Standard Class,399.98,2,0,171.9914,Consumer,South,Arkansas,Accessories                                       ,Technology,26,Samstag,12,2015,30,12,2015,4
8397,Julie Creighton,Same Day,199.99,1,0,85.9957,Consumer,West,California,Accessories                                       ,Technology,25,Sonntag,10,2015,25,10,2015,0
8398,Julie Creighton,Second Class,319.984,2,0.2,91.9954,Home Office,East,Pennsylvania,Accessories                                       ,Technology,20,Freitag,6,2014,24,6,2014,4
8399,Sample Company A,Standard Class,799.96,4,0,343.9828,Consumer,West,Washington,Accessories                                       ,Technology,14,Sonntag,2,2016,20,2,2016,6
8400,Tamara Dahlen,Standard Class,1399.93,7,0,601.9699,Consumer,East,New York,Accessories                                       ,Technology,1,Samstag,11,2014,5,11,2014,4
8401,Arthur Gainer,Same Day,1399.93,7,0,601.9699,Consumer,West,California,Accessories                                       ,Technology,14,Samstag,5,2016,14,5,2016,0
8402,Jonathan Doherty,Standard Class,95.984,2,0.2,11.998,Home Office,West,Arizona,Accessories                                       ,Technology,24,Sonntag,1,2016,28,1,2016,4
8403,Jonathan Doherty,Second Class,119.98,2,0,35.994,Consumer,West,California,Accessories                                       ,Technology,4,Mittwoch,6,2014,9,6,2014,5
8404,Helen Wasserman,Second Class,335.944,7,0.2,41.993,Consumer,South,Florida,Accessories                                       ,Technology,11,Donnerstag,4,2013,13,4,2013,2
8405,Helen Wasserman,Standard Class,499.95,5,0,174.9825,Corporate,Central,Wisconsin,Accessories                                       ,Technology,26,Samstag,9,2015,1,10,2015,5
8406,Keith Dawkins,Standard Class,399.96,4,0,139.986,Home Office,West,California,Accessories                                       ,Technology,8,Montag,4,2013,12,4,2013,4
8407,Craig Yedwab,Same Day,1119.888,14,0.2,209.979,Corporate,East,Pennsylvania,Accessories                                       ,Technology,27,Samstag,8,2016,27,8,2016,0
8408,Pauline Chand,Standard Class,199.98,2,0,69.993,Corporate,West,California,Accessories                                       ,Technology,9,Mittwoch,3,2016,13,3,2016,4
8409,Roy Collins,Second Class,479.952,6,0.2,89.991,Consumer,Central,Illinois,Accessories                                       ,Technology,9,Sonntag,2,2014,13,2,2014,4
8410,Roy Collins,Standard Class,99.99,1,0,34.9965,Corporate,West,California,Accessories                                       ,Technology,24,Freitag,4,2015,28,4,2015,4
8411,Roy Collins,Standard Class,119.9,2,0,43.164,Consumer,West,California,Accessories                                       ,Technology,8,Samstag,11,2014,12,11,2014,4
8412,Emily Phan,Standard Class,239.8,5,0.2,47.96,Consumer,West,Oregon,Accessories                                       ,Technology,26,Freitag,9,2014,2,10,2014,6
8413,Emily Phan,First Class,599.9,10,0,191.968,Corporate,East,New York,Accessories                                       ,Technology,16,Mittwoch,7,2014,19,7,2014,3
8414,Michael Dominguez,Second Class,47.992,1,0.2,7.1988,Consumer,South,Florida,Accessories                                       ,Technology,3,Samstag,12,2016,5,12,2016,2
8415,Anne Pryor,Standard Class,191.968,4,0.2,28.7952,Consumer,Central,Illinois,Accessories                                       ,Technology,6,Freitag,5,2016,10,5,2016,4
8416,Valerie Takahito,Standard Class,431.928,9,0.2,64.7892,Consumer,West,Colorado,Accessories                                       ,Technology,26,Sonntag,6,2016,30,6,2016,4
8417,Justin Hirsh,Standard Class,431.928,9,0.2,64.7892,Consumer,Central,Texas,Accessories                                       ,Technology,9,Donnerstag,4,2015,13,4,2015,4
8418,Maria Zettner,Second Class,19.99,1,0,6.7966,Corporate,East,New York,Accessories                                       ,Technology,11,Donnerstag,9,2014,15,9,2014,4
8419,Maria Zettner,Standard Class,19.99,1,0,6.7966,Consumer,West,Washington,Accessories                                       ,Technology,1,Donnerstag,9,2016,6,9,2016,5
8420,Brad Thomas,Standard Class,39.98,2,0,13.5932,Consumer,East,New York,Accessories                                       ,Technology,11,Sonntag,12,2016,15,12,2016,4
8421,Penelope Sewall,Standard Class,19.99,1,0,6.7966,Consumer,Central,Minnesota,Accessories                                       ,Technology,26,Mittwoch,10,2016,2,11,2016,7
8422,Bart Folk,First Class,47.976,3,0.2,8.3958,Corporate,Central,Texas,Accessories                                       ,Technology,21,Donnerstag,4,2016,23,4,2016,2
8423,Bart Folk,Standard Class,59.97,3,0,20.3898,Consumer,East,New York,Accessories                                       ,Technology,20,Dienstag,9,2016,26,9,2016,6
8424,Bart Folk,Standard Class,383.976,3,0.2,81.5949,Consumer,South,North Carolina,Accessories                                       ,Technology,30,Mittwoch,11,2016,7,12,2016,7
8425,Karen Ferguson,Second Class,383.976,3,0.2,81.5949,Consumer,South,Florida,Accessories                                       ,Technology,11,Donnerstag,4,2013,13,4,2013,2
8426,Karen Ferguson,Standard Class,479.97,3,0,177.5889,Consumer,West,California,Accessories                                       ,Technology,10,Dienstag,11,2015,15,11,2015,5
8427,Matt Abelman,Standard Class,895.944,7,0.2,190.3881,Corporate,East,Ohio,Accessories                                       ,Technology,14,Mittwoch,9,2016,19,9,2016,5
8428,Peter Fuller,Second Class,255.984,2,0.2,54.3966,Home Office,East,Ohio,Accessories                                       ,Technology,21,Samstag,11,2015,25,11,2015,4
8429,Erin Creighton,Second Class,479.97,3,0,177.5889,Consumer,East,New York,Accessories                                       ,Technology,5,Dienstag,3,2013,8,3,2013,3
8430,Erin Creighton,Second Class,102.336,8,0.2,14.0712,Consumer,West,Colorado,Accessories                                       ,Technology,3,Samstag,12,2016,6,12,2016,3
8431,Sean Braxton,Standard Class,47.97,3,0,14.8707,Home Office,Central,Wisconsin,Accessories                                       ,Technology,27,Donnerstag,8,2015,31,8,2015,4
8432,Liz Willingham,Standard Class,63.96,4,0,19.8276,Consumer,Central,Minnesota,Accessories                                       ,Technology,7,Sonntag,8,2016,11,8,2016,4
8433,Liz Willingham,Second Class,63.96,4,0,19.8276,Home Office,East,New Jersey,Accessories                                       ,Technology,25,Donnerstag,9,2014,28,9,2014,3
8434,Liz Willingham,Standard Class,111.93,7,0,34.6983,Corporate,West,Utah,Accessories                                       ,Technology,26,Freitag,7,2013,1,8,2013,6
8435,Sonia Sunley,Second Class,76.752,6,0.2,10.5534,Consumer,West,Colorado,Accessories                                       ,Technology,3,Samstag,12,2016,6,12,2016,3
8436,Paul Lucas,Standard Class,89.544,7,0.2,12.3123,Consumer,West,Arizona,Accessories                                       ,Technology,8,Mittwoch,6,2016,13,6,2016,5
8437,Dorris Love,First Class,16.776,3,0.2,4.8231,Consumer,East,Pennsylvania,Accessories                                       ,Technology,7,Donnerstag,7,2016,9,7,2016,2
8438,Valerie Takahito,Standard Class,22.368,4,0.2,6.4308,Consumer,Central,Texas,Accessories                                       ,Technology,12,Freitag,12,2014,16,12,2014,4
8439,Barry French,Second Class,13.98,2,0,6.0114,Consumer,East,New York,Accessories                                       ,Technology,9,Sonntag,11,2014,14,11,2014,5
8440,Barry French,Standard Class,20.97,3,0,9.0171,Corporate,East,New York,Accessories                                       ,Technology,27,Samstag,6,2015,3,7,2015,6
8441,Sanjit Chand,Standard Class,13.98,2,0,6.0114,Home Office,West,Washington,Accessories                                       ,Technology,20,Donnerstag,11,2014,25,11,2014,5
8442,Giulietta Weimer,Standard Class,371.97,3,0,66.9546,Home Office,East,New Hampshire,Accessories                                       ,Technology,17,Samstag,1,2015,21,1,2015,4
8443,Giulietta Weimer,Second Class,371.97,3,0,66.9546,Home Office,West,California,Accessories                                       ,Technology,8,Samstag,11,2014,10,11,2014,2
8444,Dario Medina,Standard Class,843.9,2,0,371.316,Corporate,West,Washington,Accessories                                       ,Technology,18,Donnerstag,8,2016,22,8,2016,4
8445,Dario Medina,Same Day,1687.8,4,0,742.632,Home Office,West,Washington,Accessories                                       ,Technology,3,Sonntag,7,2016,3,7,2016,0
8446,Frank Gastineau,Second Class,619.95,5,0,111.591,Corporate,Central,Michigan,Accessories                                       ,Technology,9,Donnerstag,10,2014,12,10,2014,3
8447,Craig Yedwab,Standard Class,1687.8,4,0,742.632,Home Office,East,Rhode Island,Accessories                                       ,Technology,31,Dienstag,12,2013,7,1,2014,7
8448,Michelle Tran,Standard Class,843.9,2,0,371.316,Consumer,East,New York,Accessories                                       ,Technology,25,Donnerstag,12,2014,30,12,2014,5
8449,Michelle Tran,Standard Class,1012.68,3,0.2,303.804,Consumer,South,North Carolina,Accessories                                       ,Technology,3,Donnerstag,9,2015,7,9,2015,4
8450,Dean Percer,Standard Class,619.95,5,0,111.591,Consumer,South,Georgia,Accessories                                       ,Technology,4,Donnerstag,9,2014,8,9,2014,4
8451,Henry MacAllister,First Class,2025.36,6,0.2,607.608,Consumer,East,Ohio,Accessories                                       ,Technology,15,Montag,12,2014,18,12,2014,3
8452,Ricardo Block,Second Class,297.576,3,0.2,-7.4394,Consumer,Central,Texas,Accessories                                       ,Technology,25,Mittwoch,11,2015,27,11,2015,2
8453,Ricardo Block,Standard Class,1265.85,3,0,556.974,Consumer,West,California,Accessories                                       ,Technology,19,Freitag,12,2014,24,12,2014,5
8454,Cari Sayre,Second Class,371.97,3,0,66.9546,Home Office,East,New York,Accessories                                       ,Technology,3,Montag,10,2016,5,10,2016,2
8455,Sonia Cooley,Standard Class,619.95,5,0,111.591,Home Office,Central,Michigan,Accessories                                       ,Technology,22,Freitag,1,2016,28,1,2016,6
8456,Tracy Poddar,Standard Class,1115.91,9,0,200.8638,Consumer,West,California,Accessories                                       ,Technology,7,Freitag,10,2016,11,10,2016,4
8457,Tracy Poddar,Second Class,538.92,9,0,80.838,Consumer,West,Washington,Accessories                                       ,Technology,27,Donnerstag,2,2014,1,3,2014,2
8458,Jennifer Halladay,Standard Class,431.136,9,0.2,-26.946,Consumer,Central,Texas,Accessories                                       ,Technology,26,Freitag,7,2013,30,7,2013,4
8459,Stuart Calhoun,Standard Class,47.904,1,0.2,-2.994,Consumer,Central,Texas,Accessories                                       ,Technology,22,Montag,2,2016,27,2,2016,5
8460,Robert Barroso,Standard Class,479.04,10,0.2,-29.94,Consumer,West,Arizona,Accessories                                       ,Technology,23,Dienstag,7,2013,27,7,2013,4
8461,Robert Barroso,Second Class,64.704,6,0.2,-4.8528,Consumer,East,Pennsylvania,Accessories                                       ,Technology,9,Montag,9,2013,14,9,2013,5
8462,Tony Sayre,Standard Class,13.48,1,0,1.8872,Consumer,Central,Wisconsin,Accessories                                       ,Technology,7,Mittwoch,9,2016,11,9,2016,4
8463,Tony Sayre,Standard Class,26.96,2,0,3.7744,Home Office,West,California,Accessories                                       ,Technology,7,Sonntag,6,2015,12,6,2015,5
8464,Brad Thomas,Second Class,24,2,0.2,-2.7,Consumer,East,Ohio,Accessories                                       ,Technology,3,Freitag,10,2014,6,10,2014,3
8465,Candace McMahon,Standard Class,45,3,0,4.95,Corporate,West,California,Accessories                                       ,Technology,23,Dienstag,7,2013,27,7,2013,4
8466,Matt Collins,Second Class,24,2,0.2,-2.7,Consumer,Central,Texas,Accessories                                       ,Technology,28,Freitag,10,2016,1,11,2016,4
8467,Matt Collins,Standard Class,45,3,0,4.95,Consumer,East,Delaware,Accessories                                       ,Technology,21,Sonntag,6,2015,26,6,2015,5
8468,Darrin Martin,Standard Class,45,3,0,4.95,Consumer,East,New Jersey,Accessories                                       ,Technology,12,Mittwoch,10,2016,16,10,2016,4
8469,Art Foster,First Class,30,2,0,3.3,Consumer,East,New York,Accessories                                       ,Technology,18,Donnerstag,6,2015,19,6,2015,1
8470,Clay Rozendal,Same Day,120,8,0,13.2,Consumer,East,New York,Accessories                                       ,Technology,25,Mittwoch,5,2016,25,5,2016,0
8471,Valerie Dominguez,Standard Class,24,2,0.2,-2.7,Consumer,South,North Carolina,Accessories                                       ,Technology,3,Sonntag,7,2016,9,7,2016,6
8472,Sam Craven,Standard Class,131.6,7,0,7.896,Consumer,West,California,Accessories                                       ,Technology,29,Freitag,5,2015,4,6,2015,6
8473,Sam Craven,Standard Class,56.4,3,0,3.384,Consumer,West,California,Accessories                                       ,Technology,16,Donnerstag,5,2013,20,5,2013,4
8474,Arthur Prichep,Standard Class,30.08,2,0.2,-5.264,Consumer,West,Arizona,Accessories                                       ,Technology,17,Sonntag,8,2014,23,8,2014,6
8475,Carlos Soltero,Standard Class,37.6,2,0,2.256,Corporate,East,New York,Accessories                                       ,Technology,14,Freitag,11,2014,19,11,2014,5
8476,Carlos Soltero,Second Class,112.8,6,0,6.768,Consumer,Central,Missouri,Accessories                                       ,Technology,10,Samstag,9,2016,15,9,2016,5
8477,Sung Chung,Standard Class,45.12,3,0.2,-7.896,Corporate,West,Arizona,Accessories                                       ,Technology,26,Samstag,12,2015,2,1,2016,7
8478,Sung Chung,Standard Class,30.08,2,0.2,-5.264,Corporate,Central,Texas,Accessories                                       ,Technology,3,Samstag,1,2015,8,1,2015,5
8479,Sung Chung,Second Class,831.2,5,0,124.68,Consumer,Central,Indiana,Accessories                                       ,Technology,20,Sonntag,7,2014,25,7,2014,5
8480,Ken Brennan,Standard Class,166.24,1,0,24.936,Consumer,West,California,Accessories                                       ,Technology,28,Freitag,3,2014,2,4,2014,5
8481,Ken Brennan,Standard Class,1496.16,9,0,224.424,Corporate,West,Washington,Accessories                                       ,Technology,18,Donnerstag,8,2016,22,8,2016,4
8482,Ken Brennan,Same Day,166.24,1,0,24.936,Consumer,East,New York,Accessories                                       ,Technology,18,Donnerstag,12,2014,18,12,2014,0
8483,Joe Elijah,Second Class,72,4,0,12.96,Consumer,West,California,Accessories                                       ,Technology,6,Freitag,11,2015,8,11,2015,2
8484,Arthur Prichep,Second Class,18,1,0,3.24,Home Office,South,Kentucky,Accessories                                       ,Technology,16,Freitag,9,2016,18,9,2016,2
8485,Sheri Gordon,Standard Class,90,5,0,16.2,Corporate,East,New York,Accessories                                       ,Technology,7,Sonntag,9,2014,12,9,2014,5
8486,Sheri Gordon,Standard Class,72,4,0,12.96,Corporate,Central,Minnesota,Accessories                                       ,Technology,24,Samstag,9,2016,28,9,2016,4
8487,Carl Jackson,Standard Class,36,2,0,6.48,Corporate,West,California,Accessories                                       ,Technology,8,Samstag,10,2016,14,10,2016,6
8488,Carl Jackson,Standard Class,36,2,0,6.48,Corporate,East,New York,Accessories                                       ,Technology,12,Donnerstag,11,2015,17,11,2015,5
8489,Dave Hallsten,Second Class,132.6,6,0,17.238,Consumer,East,New York,Accessories                                       ,Technology,11,Montag,7,2016,13,7,2016,2
8490,Dave Hallsten,First Class,53.04,3,0.2,-4.641,Consumer,East,Ohio,Accessories                                       ,Technology,5,Sonntag,10,2014,7,10,2014,2
8491,Tamara Chand,Standard Class,176.8,8,0,22.984,Home Office,West,California,Accessories                                       ,Technology,26,Montag,8,2013,30,8,2013,4
8492,Tamara Chand,Standard Class,35.36,2,0.2,-3.094,Home Office,West,Oregon,Accessories                                       ,Technology,30,Montag,5,2016,3,6,2016,4
8493,Monica Federle,First Class,88.4,4,0,11.492,Consumer,East,New York,Accessories                                       ,Technology,25,Mittwoch,11,2015,27,11,2015,2
8494,Bill Eplett,First Class,35.36,2,0.2,-3.094,Home Office,East,Pennsylvania,Accessories                                       ,Technology,1,Samstag,11,2014,3,11,2014,2
8495,Harold Engle,First Class,53.04,3,0.2,-4.641,Consumer,West,Oregon,Accessories                                       ,Technology,2,Donnerstag,10,2014,4,10,2014,2
8496,Duane Huffman,Standard Class,66.3,3,0,8.619,Consumer,South,Mississippi,Accessories                                       ,Technology,21,Montag,12,2015,25,12,2015,4
8497,Dorothy Badders,Standard Class,70.72,4,0.2,-6.188,Corporate,East,Ohio,Accessories                                       ,Technology,4,Freitag,11,2016,9,11,2016,5
8498,Sarah Jordon,Standard Class,106.08,6,0.2,-9.282,Consumer,Central,Texas,Accessories                                       ,Technology,22,Donnerstag,10,2015,26,10,2015,4
8499,Susan MacKendrick,Standard Class,66.3,3,0,8.619,Corporate,West,California,Accessories                                       ,Technology,26,Dienstag,3,2013,30,3,2013,4
8500,Susan MacKendrick,Same Day,23.472,3,0.2,4.9878,Consumer,South,North Carolina,Accessories                                       ,Technology,8,Dienstag,10,2013,8,10,2013,0
8501,Susan MacKendrick,Standard Class,29.34,3,0,10.8558,Corporate,Central,Wisconsin,Accessories                                       ,Technology,18,Sonntag,12,2016,24,12,2016,6
8502,Caroline Jumper,Second Class,68.46,7,0,25.3302,Consumer,West,California,Accessories                                       ,Technology,22,Sonntag,5,2016,25,5,2016,3
8503,Caroline Jumper,First Class,62.592,8,0.2,13.3008,Consumer,Central,Texas,Accessories                                       ,Technology,16,Samstag,1,2016,19,1,2016,3
8504,Thomas Boland,Standard Class,48.9,5,0,18.093,Home Office,South,Arkansas,Accessories                                       ,Technology,1,Sonntag,5,2016,5,5,2016,4
8505,Roy French,Standard Class,83.976,3,0.2,-1.0497,Consumer,South,Florida,Accessories                                       ,Technology,27,Donnerstag,11,2014,2,12,2014,5
8506,Darrin Van Huff,Standard Class,69.98,2,0,13.2962,Corporate,West,Washington,Accessories                                       ,Technology,10,Samstag,1,2015,17,1,2015,7
8507,Pamela Stobb,Standard Class,139.96,5,0.2,-1.7495,Corporate,East,Ohio,Accessories                                       ,Technology,16,Mittwoch,11,2016,21,11,2016,5
8508,Pamela Stobb,Standard Class,209.94,6,0,39.8886,Corporate,West,California,Accessories                                       ,Technology,13,Donnerstag,10,2016,20,10,2016,7
8509,Helen Abelman,Second Class,23.2,2,0.2,1.45,Consumer,West,Arizona,Accessories                                       ,Technology,24,Mittwoch,9,2014,29,9,2014,5
8510,Sibella Parks,Second Class,29,2,0,7.25,Home Office,South,Louisiana,Accessories                                       ,Technology,19,Dienstag,11,2013,24,11,2013,5
8511,Peter McVee,Standard Class,116,8,0,29,Corporate,West,California,Accessories                                       ,Technology,6,Sonntag,9,2015,11,9,2015,5
8512,Peter McVee,Standard Class,34.8,3,0.2,2.175,Consumer,East,Pennsylvania,Accessories                                       ,Technology,5,Samstag,7,2014,10,7,2014,5
8513,Thais Sissman,Same Day,29,2,0,7.25,Consumer,South,Alabama,Accessories                                       ,Technology,15,Mittwoch,7,2015,15,7,2015,0
8514,Kean Nguyen,Second Class,43.5,3,0,10.875,Consumer,West,Washington,Accessories                                       ,Technology,3,Donnerstag,11,2016,5,11,2016,2
8515,Kean Nguyen,Standard Class,4.728,3,0.2,0.7092,Corporate,South,Tennessee,Accessories                                       ,Technology,27,Samstag,12,2014,31,12,2014,4
8516,Toby Swindell,Standard Class,7.88,4,0,2.5216,Consumer,East,New York,Accessories                                       ,Technology,7,Montag,11,2016,11,11,2016,4
8517,Neola Schneider,Standard Class,3.152,2,0.2,0.4728,Home Office,East,Ohio,Accessories                                       ,Technology,26,Donnerstag,9,2013,30,9,2013,4
8518,Neola Schneider,Standard Class,27.192,3,0.2,0.3399,Corporate,South,North Carolina,Accessories                                       ,Technology,27,Freitag,5,2016,3,6,2016,7
8519,Alice McCarthy,First Class,60.864,4,0.2,9.1296,Corporate,East,Ohio,Accessories                                       ,Technology,13,Sonntag,11,2016,15,11,2016,2
8520,Olvera Toch,First Class,38.04,2,0,12.1728,Consumer,Central,Missouri,Accessories                                       ,Technology,26,Samstag,11,2016,27,11,2016,1
8521,Eugene Moren,Standard Class,95.1,5,0,30.432,Consumer,East,New Jersey,Accessories                                       ,Technology,23,Samstag,5,2015,28,5,2015,5
8522,Duane Huffman,Standard Class,15.216,1,0.2,2.2824,Corporate,South,North Carolina,Accessories                                       ,Technology,12,Donnerstag,9,2013,17,9,2013,5
8523,Sean O'Donnell,Standard Class,95.1,5,0,30.432,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,8,2013,29,8,2013,4
8524,Carlos Daly,Second Class,57.06,3,0,18.2592,Consumer,East,New York,Accessories                                       ,Technology,17,Donnerstag,3,2016,22,3,2016,5
8525,Carlos Daly,Same Day,255.968,4,0.2,31.996,Home Office,South,Florida,Accessories                                       ,Technology,16,Freitag,5,2014,16,5,2014,0
8526,Valerie Dominguez,Second Class,239.97,3,0,71.991,Consumer,East,New York,Accessories                                       ,Technology,12,Freitag,6,2015,14,6,2015,2
8527,David Kendrick,Standard Class,191.976,3,0.2,23.997,Consumer,Central,Texas,Accessories                                       ,Technology,14,Mittwoch,10,2015,20,10,2015,6
8528,Edward Nazzal,Standard Class,383.952,6,0.2,47.994,Consumer,Central,Texas,Accessories                                       ,Technology,7,Montag,4,2014,11,4,2014,4
8529,Sanjit Jacobs,Standard Class,559.93,7,0,167.979,Home Office,East,New York,Accessories                                       ,Technology,7,Sonntag,9,2014,11,9,2014,4
8530,Sanjit Jacobs,Standard Class,127.984,2,0.2,15.998,Consumer,Central,Texas,Accessories                                       ,Technology,10,Mittwoch,2,2016,15,2,2016,5
8531,Karen Carlisle,Second Class,159.98,2,0,47.994,Home Office,West,California,Accessories                                       ,Technology,30,Freitag,9,2016,2,10,2016,2
8532,Meg O'Connel,Standard Class,239.97,3,0,71.991,Consumer,East,New Jersey,Accessories                                       ,Technology,20,Montag,6,2016,27,6,2016,7
8533,Anthony O'Donnell,Standard Class,255.42,9,0,104.7222,Corporate,East,Maine,Accessories                                       ,Technology,4,Sonntag,8,2013,8,8,2013,4
8534,Anthony O'Donnell,Standard Class,68.112,3,0.2,17.8794,Consumer,South,North Carolina,Accessories                                       ,Technology,9,Mittwoch,12,2015,13,12,2015,4
8535,Luke Foster,First Class,113.52,5,0.2,29.799,Corporate,Central,Texas,Accessories                                       ,Technology,9,Sonntag,3,2014,12,3,2014,3
8536,Luke Foster,Standard Class,158.928,7,0.2,41.7186,Home Office,South,Florida,Accessories                                       ,Technology,12,Montag,8,2013,16,8,2013,4
8537,Phillina Ober,Standard Class,158.928,7,0.2,41.7186,Consumer,East,Ohio,Accessories                                       ,Technology,25,Sonntag,12,2016,30,12,2016,5
8538,Phillina Ober,Standard Class,22.704,1,0.2,5.9598,Consumer,South,North Carolina,Accessories                                       ,Technology,15,Donnerstag,10,2015,21,10,2015,6
8539,Claudia Miner,Standard Class,45.408,2,0.2,11.9196,Home Office,South,Tennessee,Accessories                                       ,Technology,23,Samstag,4,2016,27,4,2016,4
8540,Jim Kriz,Same Day,113.52,4,0,46.5432,Consumer,Central,Missouri,Accessories                                       ,Technology,7,Mittwoch,9,2016,7,9,2016,0
8541,Mike Vittorini,Standard Class,85.14,3,0,34.9074,Consumer,East,New York,Accessories                                       ,Technology,11,Freitag,4,2014,15,4,2014,4
8542,Mike Vittorini,Standard Class,141.9,5,0,58.179,Corporate,East,Delaware,Accessories                                       ,Technology,8,Freitag,7,2016,12,7,2016,4
8543,Stefania Perrino,Standard Class,68.112,3,0.2,17.8794,Consumer,Central,Illinois,Accessories                                       ,Technology,2,Montag,11,2015,8,11,2015,6
8544,Stefania Perrino,Second Class,47.79,3,0,16.2486,Consumer,South,Mississippi,Accessories                                       ,Technology,30,Dienstag,4,2013,2,5,2013,2
8545,Jas O'Carroll,Standard Class,178.92,7,0.2,-29.0745,Home Office,East,Ohio,Accessories                                       ,Technology,11,Mittwoch,11,2015,15,11,2015,4
8546,Maureen Gastineau,Second Class,31.95,1,0,2.2365,Consumer,East,New York,Accessories                                       ,Technology,11,Samstag,10,2014,13,10,2014,2
8547,Maureen Gastineau,Standard Class,25.488,2,0.2,4.4604,Consumer,East,Ohio,Accessories                                       ,Technology,10,Mittwoch,12,2014,16,12,2014,6
8548,Maureen Gastineau,Standard Class,102.24,4,0.2,-16.614,Consumer,West,Arizona,Accessories                                       ,Technology,30,Samstag,11,2013,6,12,2013,6
8549,Kelly Lampkin,Second Class,159.75,5,0,11.1825,Consumer,Central,Indiana,Accessories                                       ,Technology,23,Samstag,7,2016,25,7,2016,2
8550,Neola Schneider,Standard Class,47.79,3,0,16.2486,Home Office,South,Virginia,Accessories                                       ,Technology,5,Dienstag,11,2013,10,11,2013,5
8551,Allen Rosenblatt,Standard Class,25.488,2,0.2,4.4604,Consumer,Central,Texas,Accessories                                       ,Technology,6,Sonntag,4,2014,10,4,2014,4
8552,Max Jones,Standard Class,9.096,1,0.2,1.7055,Corporate,East,Ohio,Accessories                                       ,Technology,8,Donnerstag,9,2016,14,9,2016,6
8553,Hallie Redmond,Standard Class,45.48,4,0,15.918,Consumer,West,California,Accessories                                       ,Technology,25,Montag,3,2013,30,3,2013,5
8554,Matt Collins,Standard Class,159.98,2,0,57.5928,Consumer,East,New York,Accessories                                       ,Technology,22,Montag,7,2013,27,7,2013,5
8555,Matt Collins,Standard Class,191.976,3,0.2,38.3952,Home Office,South,Florida,Accessories                                       ,Technology,9,Mittwoch,11,2016,13,11,2016,4
8556,Sanjit Jacobs,Standard Class,127.984,2,0.2,25.5968,Consumer,Central,Texas,Accessories                                       ,Technology,12,Dienstag,11,2013,18,11,2013,6
8557,Anthony Witt,Same Day,447.944,7,0.2,89.5888,Consumer,South,Florida,Accessories                                       ,Technology,22,Samstag,3,2014,22,3,2014,0
8558,Jim Epp,First Class,127.984,2,0.2,25.5968,Consumer,East,Ohio,Accessories                                       ,Technology,7,Mittwoch,12,2016,9,12,2016,2
8559,Sean O'Donnell,Same Day,383.952,6,0.2,76.7904,Corporate,East,Ohio,Accessories                                       ,Technology,13,Sonntag,12,2015,13,12,2015,0
8560,Sean O'Donnell,Standard Class,159.98,2,0,57.5928,Corporate,East,New Hampshire,Accessories                                       ,Technology,5,Donnerstag,3,2015,9,3,2015,4
8561,Harold Dahlen,Standard Class,239.97,3,0,86.3892,Corporate,West,California,Accessories                                       ,Technology,20,Montag,10,2014,24,10,2014,4
8562,Muhammed Yedwab,Standard Class,159.98,2,0,57.5928,Corporate,West,Washington,Accessories                                       ,Technology,25,Donnerstag,9,2014,30,9,2014,5
8563,Ed Braxton,First Class,247.8,4,0,34.692,Consumer,East,New York,Accessories                                       ,Technology,9,Samstag,8,2014,12,8,2014,3
8564,Stuart Calhoun,Standard Class,247.8,5,0.2,-18.585,Consumer,South,Florida,Accessories                                       ,Technology,19,Donnerstag,12,2013,25,12,2013,6
8565,Sylvia Foulston,Standard Class,1619.91,9,0,97.1946,Consumer,East,New York,Accessories                                       ,Technology,6,Samstag,12,2014,10,12,2014,4
8566,Sylvia Foulston,Second Class,359.98,2,0,21.5988,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,10,2015,29,10,2015,4
8567,Thea Hendricks,Standard Class,431.976,3,0.2,-75.5958,Home Office,South,Florida,Accessories                                       ,Technology,27,Sonntag,9,2015,2,10,2015,5
8568,Thea Hendricks,First Class,431.976,3,0.2,-75.5958,Consumer,East,Ohio,Accessories                                       ,Technology,4,Montag,5,2015,6,5,2015,2
8569,Ionia McGrath,Second Class,899.95,5,0,53.997,Consumer,East,New York,Accessories                                       ,Technology,9,Sonntag,11,2014,14,11,2014,5
8570,Guy Armstrong,First Class,170.24,2,0.2,53.2,Corporate,South,Florida,Accessories                                       ,Technology,19,Dienstag,3,2013,21,3,2013,2
